n_sim,p_max,w_max,gamma,delta,T,seed,time,obj,constr,schedule,deferred
20,20,20,1,0.6,50,1,0.6185152530670166,618,25,"['B2', 'B3', 'B4', 'B6', 'RMA', 'B9', 'B10', 'A7', 'B11', 'B12', 'A11', 'A12', 'B13', 'A13', 'B14', 'B15', 'B16', 'B17', 'A14', 'B18', 'B19', 'A15', 'A16', 'A17', 'A18', 'A19', 'A20', 'B20']","['B1', 'A1', 'A2', 'A3', 'A4', 'B5', 'A5', 'A6', 'B7', 'B8', 'A8', 'A9', 'A10']"
20,20,20,1,0.6,50,2,0.6621661186218262,412,25,"['B3', 'A5', 'B4', 'A8', 'B6', 'B7', 'A11', 'A12', 'B9', 'A13', 'B11', 'B12', 'B13', 'B14', 'A16', 'B15', 'B16', 'A19', 'B18', 'B19', 'B20']","['B1', 'B2', 'A1', 'A2', 'A3', 'A4', 'A6', 'A7', 'B5', 'A9', 'A10', 'B8', 'B10', 'A14', 'A15', 'A17', 'A18', 'B17', 'A20']"
20,20,20,1,0.6,50,3,0.579338788986206,188,25,"['B2', 'B4', 'B6', 'A4', 'B7', 'B8', 'B9', 'B10', 'B11', 'B12', 'A8', 'A9', 'A13', 'B13', 'B14', 'A16', 'A17', 'A18', 'B17', 'B18', 'B19', 'A20', 'B20']","['B1', 'A1', 'A2', 'B3', 'B5', 'A3', 'A5', 'A6', 'A7', 'A10', 'A11', 'A12', 'A14', 'A15', 'B15', 'B16', 'A19']"
20,20,20,1,0.6,50,4,0.6091458797454834,-99999,-99999,[],[]
20,20,20,1,0.6,50,5,0.7057218551635742,759,24,"['B3', 'B5', 'RMA', 'B6', 'A7', 'B8', 'A9', 'B9', 'B10', 'B11', 'A12', 'B12', 'B13', 'B14', 'A14', 'A15', 'B15', 'B16', 'A17', 'B17', 'A18', 'A19', 'A20', 'B18', 'B19', 'B20']","['A1', 'A2', 'B1', 'B2', 'A3', 'B4', 'A4', 'A5', 'A6', 'B7', 'A8', 'A10', 'A11', 'A13', 'A16']"
20,20,20,1,0.6,50,6,0.6544449329376221,129,24,"['A2', 'B3', 'A4', 'B5', 'B6', 'B8', 'RMA', 'B9', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'B10', 'A16', 'B11', 'B12', 'B13', 'A17', 'B14', 'A18', 'A19', 'B15', 'B16', 'B17', 'A20', 'B18', 'B19', 'B20']","['A1', 'B1', 'A3', 'B2', 'B4', 'A5', 'A6', 'A7', 'B7', 'A8']"
20,20,20,1,0.6,50,7,0.5640490055084229,374,25,"['B3', 'A3', 'A4', 'B4', 'B5', 'A6', 'B7', 'B9', 'B10', 'B11', 'B12', 'A8', 'A9', 'B15', 'A12', 'A14', 'A15', 'B17', 'B18', 'B19', 'B20', 'A17', 'A18', 'A19', 'A20']","['B1', 'A1', 'B2', 'A2', 'B6', 'A5', 'B8', 'A7', 'B13', 'A10', 'A11', 'B14', 'B16', 'A13', 'A16']"
20,20,20,1,0.6,50,8,0.6289021968841553,-99999,-99999,[],[]
20,20,20,1,0.6,50,9,0.6854112148284912,253,24,"['B2', 'RMA', 'B4', 'A6', 'B5', 'A7', 'B6', 'B7', 'B8', 'A11', 'B9', 'A12', 'A14', 'A15', 'B10', 'B11', 'A17', 'B12', 'A19', 'B14', 'B15', 'B16', 'B17', 'B18', 'A20', 'B19', 'B20']","['B1', 'B3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A8', 'A9', 'A10', 'A13', 'A16', 'A18', 'B13']"
20,20,20,1,0.6,50,10,0.7282838821411133,459,25,"['B2', 'RMA', 'B4', 'B5', 'B6', 'B7', 'A8', 'B8', 'B9', 'B10', 'A9', 'B11', 'A10', 'A11', 'A12', 'A13', 'A15', 'B12', 'B13', 'B14', 'B15', 'A16', 'A17', 'A18', 'B16', 'B17', 'B18', 'B19', 'B20', 'A19', 'A20']","['A1', 'B1', 'A2', 'A3', 'A4', 'B3', 'A5', 'A6', 'A7', 'A14']"
20,20,20,1,0.6,50,11,0.6512649059295654,227,25,"['A3', 'B2', 'B3', 'A7', 'B4', 'A8', 'B6', 'B7', 'A11', 'A12', 'A13', 'A14', 'A15', 'B10', 'A16', 'B12', 'A17', 'B13', 'B14', 'A18', 'A19', 'B15', 'B16', 'B17', 'B19', 'B20', 'A20']","['A1', 'A2', 'B1', 'A4', 'A5', 'A6', 'B5', 'A9', 'A10', 'B8', 'B9', 'B11', 'B18']"
20,20,20,1,0.6,50,12,0.5863027572631836,78,25,"['A1', 'A2', 'A3', 'B5', 'A4', 'B6', 'B7', 'RMA', 'A8', 'B8', 'B9', 'A9', 'A10', 'B11', 'B12', 'B13', 'A11', 'A12', 'B14', 'B15', 'A13', 'A14', 'B16', 'A15', 'A16', 'B17', 'A17', 'B19', 'A18', 'A19', 'B20', 'A20']","['B1', 'B2', 'B3', 'B4', 'A5', 'A6', 'A7', 'B10', 'B18']"
20,20,20,1,0.6,50,13,0.7414050102233887,586,25,"['B3', 'B4', 'A6', 'B5', 'B6', 'A8', 'A9', 'A13', 'B7', 'B8', 'A16', 'B9', 'B10', 'B11', 'A17', 'B13', 'A19', 'B14', 'B15', 'B17', 'A20', 'B19', 'B20']","['B1', 'A1', 'B2', 'A2', 'A3', 'A4', 'A5', 'A7', 'A10', 'A11', 'A12', 'A14', 'A15', 'B12', 'A18', 'B16', 'B18']"
20,20,20,1,0.6,50,14,0.5843968391418457,216,24,"['A3', 'B1', 'A4', 'A5', 'B4', 'A7', 'A9', 'B7', 'B9', 'B10', 'A11', 'B11', 'A13', 'B12', 'B13', 'A15', 'B14', 'B15', 'A16', 'A17', 'A18', 'B18', 'A19', 'A20', 'B20']","['A1', 'A2', 'B2', 'B3', 'A6', 'A8', 'B5', 'B6', 'B8', 'A10', 'A12', 'A14', 'B16', 'B17', 'B19']"
20,20,20,1,0.6,50,15,0.5714797973632812,251,25,"['B2', 'B3', 'B6', 'A4', 'B7', 'B8', 'RMA', 'B9', 'B10', 'B11', 'B12', 'B13', 'A11', 'B14', 'B15', 'A12', 'B16', 'B17', 'A13', 'A14', 'B18', 'A15', 'B19', 'A16', 'A17', 'A18', 'B20', 'A19', 'A20']","['B1', 'B4', 'A1', 'A2', 'B5', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10']"
20,20,20,1,0.6,50,16,0.5726196765899658,76,24,"['B1', 'A2', 'A3', 'A4', 'A6', 'B5', 'A7', 'B7', 'B8', 'B9', 'A9', 'A10', 'A11', 'A12', 'A13', 'A16', 'B10', 'B11', 'A17', 'A18', 'B13', 'B14', 'B16', 'A19', 'A20', 'B17', 'B18', 'B19']","['A1', 'A5', 'B2', 'B3', 'B4', 'B6', 'A8', 'A14', 'A15', 'B12', 'B15', 'B20']"
20,20,20,1,0.6,50,17,0.6059613227844238,751,25,"['B1', 'A2', 'B5', 'B6', 'B7', 'B8', 'B10', 'A7', 'B11', 'B12', 'B13', 'A14', 'A15', 'B16', 'A17', 'A18', 'B17', 'B18', 'A19', 'A20', 'B19', 'B20']","['B2', 'A1', 'A3', 'B3', 'B4', 'A4', 'B9', 'A5', 'A6', 'A8', 'A9', 'A10', 'A11', 'B14', 'B15', 'A12', 'A13', 'A16']"
20,20,20,1,0.6,50,18,0.5711710453033447,351,23,"['B2', 'B3', 'RMA', 'B5', 'B6', 'A7', 'A8', 'B7', 'A9', 'B8', 'B9', 'A10', 'B10', 'B11', 'B13', 'A11', 'B15', 'A12', 'B16', 'B17', 'A13', 'B18', 'A14', 'A15', 'A16', 'A17', 'A18', 'B19', 'A19', 'A20', 'B20']","['A1', 'B1', 'A2', 'A3', 'A4', 'A5', 'A6', 'B4', 'B12', 'B14']"
20,20,20,1,0.6,50,19,0.5100808143615723,512,25,"['B2', 'B3', 'B5', 'B6', 'RMA', 'B8', 'B9', 'B10', 'A7', 'B11', 'B12', 'B13', 'A8', 'B14', 'A9', 'A10', 'A11', 'A12', 'A13', 'B15', 'A14', 'B16', 'B17', 'A15', 'A16', 'A17', 'B18', 'B19', 'A18', 'A19', 'B20', 'A20']","['B1', 'A1', 'A2', 'B4', 'A3', 'A4', 'B7', 'A5', 'A6']"
20,20,20,1,0.6,50,20,0.6978960037231445,542,21,"['B1', 'B3', 'B5', 'B6', 'B7', 'RMA', 'A11', 'B8', 'B9', 'B10', 'B11', 'B12', 'B13', 'A14', 'B14', 'B15', 'A15', 'A16', 'B16', 'B17', 'B18', 'A17', 'A18', 'A19', 'B19', 'A20']","['A1', 'A2', 'A3', 'B2', 'B4', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'B20']"
20,20,20,1,0.6,50,21,0.6631979942321777,590,25,"['B2', 'B3', 'B4', 'B6', 'B7', 'B8', 'A12', 'A13', 'A14', 'B9', 'RMA', 'B10', 'B11', 'B12', 'B13', 'A16', 'B14', 'B15', 'B16', 'B17', 'B18', 'A17', 'B19', 'A18', 'A19', 'A20', 'B20']","['B1', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'B5', 'A8', 'A9', 'A10', 'A11', 'A15']"
20,20,20,1,0.6,50,22,0.6239020824432373,708,25,"['B3', 'A3', 'B4', 'B5', 'B6', 'B7', 'B8', 'B9', 'B10', 'A10', 'B12', 'B13', 'B14', 'B15', 'B16', 'A13', 'B17', 'A14', 'A16', 'B18', 'A17', 'A18', 'B19', 'A20', 'B20']","['B1', 'A1', 'A2', 'B2', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'B11', 'A11', 'A12', 'A15', 'A19']"
20,20,20,1,0.6,50,23,0.6597192287445068,-99999,-99999,[],[]
20,20,20,1,0.6,50,24,0.6393082141876221,103,25,"['B5', 'A2', 'A3', 'A4', 'B7', 'RMA', 'B8', 'A9', 'B9', 'A11', 'B11', 'A12', 'A13', 'B12', 'A14', 'B13', 'A15', 'B14', 'A17', 'B15', 'B16', 'B17', 'B18', 'A20', 'B19', 'B20']","['B1', 'A1', 'B2', 'B3', 'B4', 'B6', 'A5', 'A6', 'A7', 'A8', 'A10', 'B10', 'A16', 'A18', 'A19']"
20,20,20,1,0.6,50,25,0.5823438167572021,-99999,-99999,[],[]
20,20,20,1,0.6,50,26,0.6317698955535889,-99999,-99999,[],[]
20,20,20,1,0.6,50,27,0.6409170627593994,-99999,-99999,[],[]
20,20,20,1,0.6,50,28,0.5454473495483398,353,23,"['B1', 'A2', 'B3', 'A4', 'B5', 'A5', 'B6', 'B7', 'A8', 'B8', 'B10', 'B11', 'B12', 'B13', 'B14', 'A11', 'A13', 'B15', 'B16', 'B17', 'B18', 'A16', 'B19', 'B20', 'A17', 'A19', 'A20']","['A1', 'B2', 'A3', 'B4', 'A6', 'A7', 'A9', 'A10', 'B9', 'A12', 'A14', 'A15', 'A18']"
20,20,20,1,0.6,50,29,0.6890170574188232,68,25,"['B4', 'A2', 'B5', 'A3', 'RMA', 'A4', 'B6', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'B7', 'A12', 'A13', 'B8', 'A14', 'A15', 'B9', 'A16', 'B10', 'B11', 'B12', 'A17', 'B13', 'B14', 'B15', 'A18', 'B17', 'B18', 'A19', 'A20', 'B19', 'B20']","['B1', 'A1', 'B2', 'B3', 'A6', 'B16']"
20,20,20,2,0.3,50,0,1.170914888381958,676,50,"['B5', 'B6', 'B7', 'B8', 'A10', 'B10', 'B11', 'B14', 'B16', 'B17', 'B18', 'B19', 'B20', 'A20']","['A1', 'A2', 'B1', 'B2', 'A3', 'B3', 'A4', 'B4', 'A5', 'A6', 'A7', 'A8', 'A9', 'B9', 'A11', 'A12', 'A13', 'A14', 'B12', 'B13', 'A15', 'B15', 'A16', 'A17', 'A18', 'A19']"
20,20,20,2,0.3,50,1,1.2380428314208984,-99999,-99999,[],[]
20,20,20,2,0.3,50,2,1.2121479511260986,-99999,-99999,[],[]
20,20,20,2,0.3,50,3,1.263296127319336,500,49,"['B2', 'B3', 'B5', 'B7', 'B8', 'A12', 'B9', 'A13', 'B10', 'B11', 'B13', 'B15', 'B17', 'B19', 'B20', 'A20']","['B1', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'B4', 'A8', 'B6', 'A9', 'A10', 'A11', 'A14', 'A15', 'A16', 'B12', 'B14', 'B16', 'A17', 'A18', 'A19', 'B18']"
20,20,20,2,0.3,50,4,1.217174768447876,-99999,-99999,[],[]
20,20,20,2,0.3,50,5,1.4336419105529783,1882,47,"['B3', 'B5', 'B7', 'B9', 'B11', 'B12', 'B14', 'B17', 'B18', 'B19', 'B20']","['A1', 'A2', 'B1', 'B2', 'A3', 'A4', 'A5', 'A6', 'A7', 'B4', 'B6', 'A8', 'A9', 'B8', 'A10', 'B10', 'A11', 'A12', 'A13', 'A14', 'B13', 'A15', 'A16', 'A17', 'A18', 'A19', 'B15', 'B16', 'A20']"
20,20,20,2,0.3,50,6,1.1938860416412354,542,50,"['B1', 'A3', 'B2', 'B4', 'A6', 'B8', 'B12', 'B13', 'B15', 'B17', 'B18', 'B19', 'A18', 'B20']","['A1', 'A2', 'A4', 'B3', 'A5', 'B5', 'B6', 'B7', 'A7', 'A8', 'A9', 'A10', 'A11', 'B9', 'B10', 'A12', 'B11', 'A13', 'A14', 'A15', 'B14', 'B16', 'A16', 'A17', 'A19', 'A20']"
20,20,20,2,0.3,50,7,1.2422029972076416,713,47,"['B1', 'B3', 'B4', 'A7', 'A10', 'B9', 'B11', 'B12', 'B14', 'A15', 'B16', 'B17', 'A20', 'B19', 'B20']","['A1', 'A2', 'A3', 'B2', 'B5', 'A4', 'B6', 'A5', 'A6', 'B7', 'B8', 'A8', 'A9', 'A11', 'A12', 'A13', 'B10', 'A14', 'B13', 'A16', 'B15', 'A17', 'B18', 'A18', 'A19']"
20,20,20,2,0.3,50,8,1.2706630229949951,-99999,-99999,[],[]
20,20,20,2,0.3,50,9,1.2401010990142822,-99999,-99999,[],[]
20,20,20,2,0.3,50,10,1.582275152206421,-99999,-99999,[],[]
20,20,20,2,0.3,50,11,1.2239301204681396,522,49,"['A1', 'B2', 'B3', 'B5', 'A9', 'B6', 'B7', 'B8', 'B9', 'B10', 'A13', 'A14', 'B13', 'B16', 'B17', 'A18', 'B19', 'A19', 'A20']","['B1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'B4', 'A10', 'A11', 'A12', 'B11', 'B12', 'A15', 'B14', 'B15', 'A16', 'A17', 'B18', 'B20']"
20,20,20,2,0.3,50,12,1.2246301174163818,785,49,"['B3', 'A3', 'B5', 'B7', 'B9', 'B12', 'B13', 'B14', 'A17', 'B16', 'A19', 'B17', 'B18', 'B20']","['B1', 'A1', 'B2', 'A2', 'B4', 'A4', 'A5', 'B6', 'A6', 'B8', 'A7', 'A8', 'A9', 'B10', 'A10', 'A11', 'B11', 'A12', 'A13', 'A14', 'A15', 'A16', 'B15', 'A18', 'A20', 'B19']"
20,20,20,2,0.3,50,13,1.3628768920898438,814,50,"['B7', 'B8', 'A9', 'B10', 'B11', 'B12', 'B13', 'B15', 'B17', 'B18', 'B20', 'A20']","['A1', 'B1', 'A2', 'A3', 'A4', 'B2', 'A5', 'A6', 'B3', 'B4', 'B5', 'A7', 'B6', 'A8', 'A10', 'B9', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'B14', 'A17', 'B16', 'A18', 'B19', 'A19']"
20,20,20,2,0.3,50,14,1.2358028888702393,726,50,"['B1', 'B2', 'B4', 'A9', 'A10', 'A11', 'B8', 'B10', 'A16', 'B13', 'A17', 'B14', 'A18', 'B18', 'A20', 'B19', 'B20']","['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'B3', 'B5', 'B6', 'B7', 'A12', 'A13', 'A14', 'A15', 'B9', 'B11', 'B12', 'A19', 'B15', 'B16', 'B17']"
20,20,20,2,0.3,50,15,1.1340830326080322,384,49,"['B2', 'A1', 'B6', 'B7', 'B9', 'B10', 'B11', 'A9', 'B12', 'B13', 'B14', 'A13', 'A14', 'B17', 'A16', 'A18', 'B19', 'B20']","['B1', 'B3', 'B4', 'A2', 'A3', 'B5', 'A4', 'B8', 'A5', 'A6', 'A7', 'A8', 'A10', 'A11', 'A12', 'B15', 'B16', 'A15', 'B18', 'A17', 'A19', 'A20']"
20,20,20,2,0.3,50,16,1.1062321662902832,362,48,"['A4', 'A5', 'B3', 'B4', 'A8', 'A9', 'A12', 'B5', 'B7', 'B8', 'B9', 'B12', 'B13', 'B14', 'A17', 'B20', 'A19', 'A20']","['A1', 'A2', 'A3', 'B1', 'B2', 'A6', 'A7', 'A10', 'A11', 'B6', 'A13', 'B10', 'B11', 'A14', 'A15', 'A16', 'B15', 'B16', 'B17', 'B18', 'B19', 'A18']"
20,20,20,2,0.3,50,17,1.3271260261535645,1126,45,"['RMA', 'B7', 'B8', 'A11', 'B11', 'B12', 'A12', 'A13', 'B13', 'B14', 'A15', 'B15', 'A17', 'A18', 'A19', 'B16', 'B17', 'B18', 'B20', 'A20']","['A1', 'B1', 'A2', 'B2', 'A3', 'A4', 'A5', 'B3', 'A6', 'A7', 'A8', 'B4', 'A9', 'B5', 'B6', 'A10', 'B9', 'B10', 'A14', 'A16', 'B19']"
20,20,20,2,0.3,50,18,1.2335288524627686,877,48,"['B1', 'B3', 'B4', 'B6', 'B7', 'A10', 'B9', 'B10', 'A14', 'A15', 'A16', 'B12', 'B13', 'A19', 'B15', 'B16', 'B17', 'B19', 'B20']","['A1', 'A2', 'B2', 'A3', 'A4', 'A5', 'A6', 'B5', 'A7', 'A8', 'A9', 'B8', 'A11', 'A12', 'B11', 'A13', 'A17', 'A18', 'B14', 'A20', 'B18']"
20,20,20,2,0.3,50,19,1.1810617446899414,612,50,"['B1', 'A4', 'B3', 'B5', 'B6', 'B7', 'B8', 'B12', 'B14', 'B16', 'B17', 'B18', 'B20']","['A1', 'A2', 'A3', 'A5', 'B2', 'B4', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'B9', 'B10', 'B11', 'A13', 'A14', 'A15', 'B13', 'A16', 'A17', 'A18', 'A19', 'B15', 'A20', 'B19']"
20,20,20,2,0.3,50,20,1.3254270553588867,-99999,-99999,[],[]
20,20,20,2,0.3,50,21,1.253312110900879,-99999,-99999,[],[]
20,20,20,2,0.3,50,22,1.212188959121704,-99999,-99999,[],[]
20,20,20,2,0.3,50,23,1.4422483444213867,982,50,"['B1', 'B3', 'B5', 'A10', 'B10', 'B11', 'B12', 'B13', 'A18', 'B15', 'B18', 'B19', 'B20']","['A1', 'A2', 'B2', 'A3', 'A4', 'A5', 'A6', 'A7', 'B4', 'A8', 'A9', 'B6', 'B7', 'A11', 'B8', 'B9', 'A12', 'A13', 'A14', 'A15', 'A16', 'A17', 'B14', 'B16', 'A19', 'B17', 'A20']"
20,20,20,2,0.3,50,24,1.2615489959716797,870,49,"['A4', 'B6', 'B7', 'A7', 'A10', 'B10', 'B11', 'B14', 'B15', 'A16', 'A17', 'B17', 'B18', 'B19', 'B20']","['B1', 'A1', 'B2', 'A2', 'B3', 'B4', 'B5', 'A3', 'A5', 'A6', 'B8', 'A8', 'A9', 'B9', 'A11', 'A12', 'A13', 'B12', 'A14', 'B13', 'A15', 'A18', 'B16', 'A19', 'A20']"
20,20,20,2,0.3,50,25,1.1422069072723389,-99999,-99999,[],[]
20,20,20,2,0.3,50,26,1.324716091156006,-99999,-99999,[],[]
20,20,20,2,0.3,50,27,1.104720115661621,-99999,-99999,[],[]
20,20,20,2,0.3,50,28,1.1568169593811035,662,48,"['B2', 'A2', 'B3', 'A3', 'A7', 'B5', 'B7', 'B8', 'A9', 'B10', 'B11', 'B12', 'B13', 'B14', 'A17', 'B16', 'A19', 'B18', 'A20', 'B20']","['B1', 'A1', 'A4', 'A5', 'A6', 'B4', 'B6', 'A8', 'B9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'B15', 'A18', 'B17', 'B19']"
20,20,20,2,0.3,50,29,1.3340132236480713,993,47,"['B1', 'B5', 'A9', 'B6', 'B7', 'B8', 'B11', 'B12', 'B13', 'B14', 'B16', 'B17', 'B19', 'B20', 'A20']","['A1', 'A2', 'A3', 'B2', 'A4', 'A5', 'A6', 'B3', 'B4', 'A7', 'A8', 'A10', 'A11', 'B9', 'B10', 'A12', 'A13', 'A14', 'A15', 'B15', 'A16', 'A17', 'B18', 'A18', 'A19']"
20,20,20,2,0.6,50,0,1.2295570373535156,133,50,"['B3', 'A5', 'B6', 'B7', 'A6', 'A7', 'B10', 'A9', 'B12', 'A11', 'B13', 'A12', 'A13', 'B16', 'B17', 'A14', 'A16', 'A17', 'A18', 'B18', 'B19', 'B20', 'A20']","['A1', 'B1', 'B2', 'A2', 'B4', 'A3', 'A4', 'B5', 'B8', 'B9', 'A8', 'B11', 'A10', 'B14', 'B15', 'A15', 'A19']"
20,20,20,2,0.6,50,1,1.2792861461639404,339,47,"['A4', 'B4', 'A5', 'RMA', 'B8', 'B9', 'B10', 'A7', 'A8', 'A10', 'B11', 'B12', 'A11', 'A12', 'B13', 'A13', 'B14', 'B15', 'B16', 'A14', 'B18', 'B19', 'A15', 'A16', 'A17', 'A18', 'A19', 'A20', 'B20']","['B1', 'A1', 'B2', 'B3', 'A2', 'A3', 'B5', 'B6', 'A6', 'B7', 'A9', 'B17']"
20,20,20,2,0.6,50,2,1.2779579162597656,268,50,"['B3', 'A5', 'B4', 'A8', 'B6', 'B7', 'A11', 'A12', 'B9', 'A13', 'A15', 'B11', 'B12', 'B14', 'A16', 'B15', 'A17', 'B16', 'A18', 'A19', 'B17', 'B19', 'B20']","['B1', 'B2', 'A1', 'A2', 'A3', 'A4', 'A6', 'A7', 'B5', 'A9', 'A10', 'B8', 'B10', 'A14', 'B13', 'B18', 'A20']"
20,20,20,2,0.6,50,3,1.1276192665100098,79,50,"['B2', 'B4', 'B6', 'A4', 'B7', 'A5', 'B8', 'B10', 'B12', 'A7', 'A8', 'A9', 'A13', 'B13', 'B14', 'A14', 'A16', 'A17', 'A18', 'B17', 'B18', 'B19', 'A20', 'B20']","['B1', 'A1', 'A2', 'B3', 'B5', 'A3', 'A6', 'B9', 'B11', 'A10', 'A11', 'A12', 'A15', 'B15', 'B16', 'A19']"
20,20,20,2,0.6,50,4,1.1909048557281494,842,49,"['A3', 'A4', 'B3', 'B4', 'A6', 'B6', 'B7', 'A8', 'A9', 'B8', 'B10', 'B11', 'B12', 'B13', 'RMA', 'B14', 'B15', 'A11', 'B16', 'A12', 'A13', 'B17', 'A14', 'A15', 'A16', 'A17', 'A18', 'A19', 'A20', 'B18', 'B19', 'B20']","['B1', 'A1', 'A2', 'B2', 'B5', 'A5', 'A7', 'B9', 'A10']"
20,20,20,2,0.6,50,5,1.369178295135498,531,49,"['A1', 'B3', 'B5', 'B6', 'A7', 'B8', 'A8', 'A9', 'B9', 'B11', 'A12', 'B12', 'B14', 'A14', 'A15', 'B16', 'B17', 'A18', 'A19', 'A20', 'B19', 'B20']","['A2', 'B1', 'B2', 'A3', 'B4', 'A4', 'A5', 'A6', 'B7', 'A10', 'B10', 'A11', 'B13', 'A13', 'B15', 'A16', 'A17', 'B18']"
20,20,20,2,0.6,50,6,1.2721028327941897,77,50,"['A2', 'A4', 'RMA', 'B6', 'A7', 'B8', 'B9', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'B10', 'A16', 'B11', 'B12', 'B13', 'A17', 'B14', 'A18', 'A19', 'B16', 'B17', 'A20', 'B18', 'B19', 'B20']","['A1', 'B1', 'A3', 'B2', 'B3', 'B4', 'A5', 'B5', 'A6', 'B7', 'B15']"
20,20,20,2,0.6,50,7,1.094757080078125,276,47,"['B3', 'A3', 'A4', 'B4', 'B5', 'A6', 'B7', 'B9', 'B10', 'B12', 'A8', 'A9', 'A10', 'B15', 'A12', 'A13', 'A14', 'A15', 'B17', 'B19', 'A16', 'B20', 'A17', 'A19', 'A20']","['B1', 'A1', 'B2', 'A2', 'B6', 'A5', 'B8', 'A7', 'B11', 'B13', 'A11', 'B14', 'B16', 'B18', 'A18']"
20,20,20,2,0.6,50,8,1.22204327583313,230,46,"['A2', 'B3', 'B5', 'B6', 'B7', 'B8', 'A5', 'A6', 'A8', 'B10', 'B12', 'B13', 'A11', 'A12', 'B14', 'B15', 'B17', 'B18', 'A15', 'B19', 'B20', 'A16', 'A17', 'A19', 'A20']","['B1', 'A1', 'B2', 'A3', 'B4', 'A4', 'B9', 'A7', 'B11', 'A9', 'A10', 'A13', 'A14', 'B16', 'A18']"
20,20,20,2,0.6,50,9,1.322983980178833,60,49,"['B2', 'RMA', 'B4', 'A3', 'A4', 'A5', 'A6', 'B5', 'A7', 'A8', 'B6', 'A9', 'A10', 'B8', 'A11', 'B9', 'A12', 'A14', 'A15', 'A16', 'B11', 'A17', 'B12', 'A19', 'B14', 'B15', 'B16', 'B17', 'B18', 'A20', 'B19', 'B20']","['B1', 'B3', 'A1', 'A2', 'B7', 'A13', 'B10', 'A18', 'B13']"
20,20,20,2,0.6,50,10,1.410715103149414,228,49,"['A4', 'RMA', 'B4', 'B5', 'B6', 'A8', 'A7', 'B8', 'B9', 'B10', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'B12', 'B13', 'B15', 'A16', 'A17', 'A18', 'B16', 'B17', 'B18', 'B19', 'B20', 'A19', 'A20']","['A1', 'B1', 'A2', 'A3', 'B2', 'B3', 'A5', 'A6', 'B7', 'B11', 'B14']"
20,20,20,2,0.6,50,11,1.2779951095581057,209,47,"['A3', 'B2', 'A5', 'A7', 'A8', 'B6', 'B7', 'A11', 'A12', 'A13', 'A14', 'A15', 'B10', 'A16', 'B12', 'A17', 'B13', 'B14', 'A18', 'A19', 'B15', 'B16', 'B17', 'B19', 'B20', 'A20']","['A1', 'A2', 'B1', 'A4', 'B3', 'A6', 'B4', 'B5', 'A9', 'A10', 'B8', 'B9', 'B11', 'B18']"
20,20,20,2,0.6,50,12,1.1551458835601809,36,49,"['A1', 'A2', 'A3', 'B5', 'A4', 'A5', 'A7', 'B7', 'B8', 'RMA', 'A9', 'A10', 'B11', 'B12', 'B13', 'A11', 'A12', 'B14', 'A13', 'A14', 'B16', 'A15', 'A16', 'A17', 'B19', 'A18', 'A19', 'B20', 'A20']","['B1', 'B2', 'B3', 'B4', 'B6', 'A6', 'A8', 'B9', 'B10', 'B15', 'B17', 'B18']"
20,20,20,2,0.6,50,13,1.4454410076141355,157,50,"['A1', 'A2', 'A4', 'B4', 'A5', 'A6', 'B6', 'A7', 'A8', 'A9', 'A11', 'A13', 'B7', 'A14', 'A16', 'B9', 'B11', 'B13', 'A19', 'B14', 'B15', 'B17', 'A20', 'B19', 'B20']","['B1', 'B2', 'A3', 'B3', 'B5', 'A10', 'A12', 'B8', 'A15', 'B10', 'A17', 'B12', 'A18', 'B16', 'B18']"
20,20,20,2,0.6,50,14,1.1448819637298584,136,49,"['A3', 'A4', 'A5', 'A6', 'B4', 'A7', 'A9', 'B7', 'B9', 'B10', 'A11', 'B11', 'A13', 'B12', 'A14', 'B13', 'A15', 'B14', 'A16', 'A17', 'A18', 'B18', 'A19', 'A20', 'B20']","['A1', 'A2', 'B1', 'B2', 'B3', 'A8', 'B5', 'B6', 'B8', 'A10', 'A12', 'B15', 'B16', 'B17', 'B19']"
20,20,20,2,0.6,50,15,1.109466314315796,57,50,"['B3', 'A1', 'B5', 'B6', 'A3', 'A4', 'A5', 'B7', 'A6', 'B8', 'B12', 'B13', 'A11', 'B14', 'B15', 'A12', 'B16', 'B17', 'A14', 'B18', 'A16', 'A17', 'B20', 'A19', 'A20']","['B1', 'B2', 'B4', 'A2', 'A7', 'A8', 'B9', 'A9', 'B10', 'A10', 'B11', 'A13', 'A15', 'B19', 'A18']"
