n_sim,p_max,w_max,alpha,beta,T,seed,time,obj,constr,schedule,deferred
20,20,20,4,0.3,50,7,15.120131969451904,472,496,"['A7', 'A10', 'A9', 'A15', 'A16', 'A18', 'A19', 'A20', 'B20']","['A1', 'A2', 'A3', 'B1', 'B2', 'B3', 'B4', 'B5', 'A4', 'B6', 'A5', 'A6', 'B7', 'B8', 'A8', 'B9', 'A11', 'A12', 'A13', 'B10', 'B11', 'B12', 'A14', 'B13', 'B14', 'B15', 'A17', 'B16', 'B17', 'B18', 'B19']"
20,20,20,4,0.3,50,8,16.956733226776123,-99999,-99999,[],[]
20,20,20,4,0.3,50,9,16.377695083618164,-99999,-99999,[],[]
20,20,20,4,0.3,50,10,17.91294002532959,932,472,"['B2', 'A10', 'B5', 'B6', 'A14', 'B10', 'A17', 'B14', 'B17', 'A20']","['A1', 'A2', 'B1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'B3', 'B4', 'B7', 'A11', 'A12', 'A13', 'B8', 'B9', 'A15', 'B11', 'A16', 'B12', 'B13', 'B15', 'A18', 'B16', 'A19', 'B18', 'B19', 'B20']"
20,20,20,4,0.3,50,11,15.141370058059692,354,478,"['A6', 'A9', 'B6', 'B9', 'B10', 'A13', 'A14', 'B16', 'B17', 'A18', 'B19', 'A19', 'A20']","['A1', 'B1', 'A2', 'A3', 'B2', 'A4', 'A5', 'B3', 'A7', 'A8', 'B4', 'B5', 'A10', 'B7', 'B8', 'A11', 'A12', 'B11', 'B12', 'B13', 'A15', 'B14', 'B15', 'A16', 'A17', 'B18', 'B20']"
20,20,20,4,0.3,50,12,15.490907907485962,379,498,"['B3', 'A4', 'A5', 'A8', 'B9', 'A11', 'B13', 'A14', 'A17', 'B16', 'A19', 'B20', 'B19']","['B1', 'A1', 'B2', 'A2', 'B4', 'A3', 'B5', 'B6', 'A6', 'B7', 'B8', 'A7', 'A9', 'B10', 'A10', 'B11', 'B12', 'A12', 'A13', 'A15', 'A16', 'B14', 'B15', 'A18', 'B17', 'A20', 'B18']"
20,20,20,4,0.3,50,13,16.868569135665894,796,497,"['B7', 'B8', 'A10', 'B10', 'B11', 'A13', 'B12', 'B13', 'B18', 'B19', 'B20', 'A20']","['A1', 'B1', 'A2', 'A3', 'A4', 'B2', 'A5', 'A6', 'B3', 'B4', 'B5', 'A7', 'B6', 'A8', 'A9', 'B9', 'A11', 'A12', 'A14', 'A15', 'A16', 'B14', 'B15', 'A17', 'B16', 'A18', 'B17', 'A19']"
20,20,20,4,0.3,50,14,14.302826881408691,654,467,"['B3', 'A9', 'A10', 'A11', 'A14', 'B10', 'A16', 'B13', 'A17', 'A18', 'A19', 'A20', 'B20']","['A1', 'A2', 'A3', 'A4', 'A5', 'B1', 'A6', 'B2', 'A7', 'A8', 'B4', 'B5', 'B6', 'B7', 'A12', 'B8', 'A13', 'A15', 'B9', 'B11', 'B12', 'B14', 'B15', 'B16', 'B17', 'B18', 'B19']"
20,20,20,4,0.3,50,15,15.582200050354004,255,497,"['A1', 'B6', 'B8', 'A5', 'B10', 'B11', 'B12', 'A12', 'A13', 'A14', 'B17', 'A16', 'B18', 'B19', 'B20']","['B1', 'B2', 'B3', 'B4', 'A2', 'A3', 'B5', 'B7', 'A4', 'A6', 'B9', 'A7', 'A8', 'A9', 'A10', 'A11', 'B13', 'B14', 'B15', 'B16', 'A15', 'A17', 'A18', 'A19', 'A20']"
20,20,20,4,0.3,50,16,13.10143494606018,217,490,"['A4', 'A5', 'B4', 'A7', 'A8', 'A9', 'A11', 'A12', 'B5', 'B7', 'B9', 'A15', 'A17', 'A18', 'A19', 'A20']","['A1', 'A2', 'A3', 'B1', 'B2', 'B3', 'A6', 'A10', 'B6', 'B8', 'A13', 'B10', 'B11', 'A14', 'A16', 'B12', 'B13', 'B14', 'B15', 'B16', 'B17', 'B18', 'B19', 'B20']"
20,20,20,4,0.3,50,17,16.117746829986572,677,499,"['A7', 'A8', 'A10', 'B8', 'B9', 'A12', 'A13', 'A15', 'A17', 'A18', 'A19', 'B16', 'A20']","['A1', 'B1', 'A2', 'B2', 'A3', 'A4', 'A5', 'B3', 'A6', 'B4', 'A9', 'B5', 'B6', 'B7', 'B10', 'A11', 'B11', 'B12', 'B13', 'B14', 'A14', 'A16', 'B15', 'B17', 'B18', 'B19', 'B20']"
20,20,20,4,0.3,50,18,14.738149166107178,686,499,"['A2', 'B1', 'A7', 'B8', 'A14', 'A15', 'A16', 'A17', 'A19', 'B14', 'B15', 'B16', 'B17', 'B20', 'B18']","['A1', 'B2', 'B3', 'A3', 'A4', 'B4', 'A5', 'A6', 'B5', 'A8', 'B6', 'B7', 'A9', 'A10', 'A11', 'B9', 'A12', 'B10', 'B11', 'A13', 'B12', 'B13', 'A18', 'A20', 'B19']"
20,20,20,4,0.3,50,19,14.077783107757568,226,499,"['A1', 'A2', 'A3', 'A4', 'B3', 'B7', 'A10', 'B9', 'B14', 'A17', 'A19', 'B16', 'A20']","['B1', 'A5', 'B2', 'B4', 'A6', 'B5', 'B6', 'A7', 'A8', 'A9', 'A11', 'B8', 'A12', 'B10', 'B11', 'A13', 'A14', 'A15', 'B12', 'B13', 'A16', 'A18', 'B15', 'B17', 'B18', 'B19', 'B20']"
20,20,20,4,0.3,50,20,17.543741941452026,925,499,"['B4', 'B6', 'A7', 'B11', 'A12', 'B14', 'A13', 'B18', 'B19', 'B20']","['B1', 'A1', 'B2', 'A2', 'A3', 'A4', 'B3', 'B5', 'A5', 'B7', 'A6', 'B8', 'B9', 'A8', 'A9', 'B10', 'B12', 'A10', 'B13', 'A11', 'A14', 'A15', 'A16', 'B15', 'A17', 'A18', 'B16', 'A19', 'B17', 'A20']"
20,20,20,4,0.3,50,21,15.94017505645752,625,500,"['B2', 'B5', 'A8', 'A11', 'B16', 'B17', 'B18', 'B19', 'B20']","['B1', 'A1', 'A2', 'A3', 'A4', 'A5', 'B3', 'A6', 'B4', 'A7', 'B6', 'B7', 'B8', 'B9', 'A9', 'B10', 'A10', 'B11', 'B12', 'B13', 'B14', 'A12', 'B15', 'A13', 'A14', 'A15', 'A16', 'A17', 'A18', 'A19', 'A20']"
20,20,20,4,0.3,50,22,16.743009090423584,-99999,-99999,[],[]
20,20,20,4,0.3,50,23,16.927207946777344,617,492,"['A5', 'A10', 'A12', 'B11', 'B13', 'A18', 'A20', 'B18', 'B19', 'B20']","['B1', 'A1', 'A2', 'B2', 'A3', 'A4', 'A6', 'A7', 'B3', 'B4', 'A8', 'B5', 'A9', 'B6', 'B7', 'A11', 'B8', 'B9', 'A13', 'A14', 'B10', 'A15', 'A16', 'B12', 'A17', 'B14', 'B15', 'B16', 'A19', 'B17']"
20,20,20,4,0.3,50,24,16.040827989578247,403,496,"['A3', 'A4', 'A7', 'A10', 'A11', 'B10', 'B14', 'B15', 'B18', 'A19', 'B19']","['B1', 'A1', 'B2', 'A2', 'B3', 'B4', 'B5', 'B6', 'B7', 'A5', 'A6', 'B8', 'A8', 'A9', 'B9', 'B11', 'A12', 'A13', 'B12', 'A14', 'B13', 'A15', 'A16', 'A17', 'A18', 'B16', 'B17', 'A20', 'B20']"
20,20,20,4,0.3,50,25,14.910937070846558,484,496,"['A1', 'A3', 'B6', 'A6', 'B9', 'A11', 'B12', 'B14', 'A15', 'B18', 'B19', 'A16', 'A18', 'A19', 'B20', 'A20']","['B1', 'B2', 'B3', 'B4', 'A2', 'B5', 'A4', 'A5', 'B7', 'A7', 'A8', 'B8', 'A9', 'A10', 'B10', 'B11', 'A12', 'A13', 'A14', 'B13', 'B15', 'B16', 'B17', 'A17']"
20,20,20,4,0.3,50,26,17.062766790390015,728,498,"['B3', 'B6', 'B10', 'A11', 'B12', 'B13', 'B15', 'B18', 'B20', 'A20']","['A1', 'A2', 'B1', 'A3', 'A4', 'A5', 'B2', 'A6', 'B4', 'B5', 'B7', 'B8', 'B9', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'B11', 'A15', 'B14', 'B16', 'A16', 'B17', 'A17', 'A18', 'B19', 'A19']"
20,20,20,4,0.3,50,27,16.2186598777771,-99999,-99999,[],[]
20,20,20,4,0.3,50,28,13.985015153884888,354,495,"['B2', 'A2', 'B3', 'A3', 'A7', 'A8', 'B8', 'A9', 'B10', 'A11', 'A12', 'A13', 'B12', 'A16', 'A17', 'A19', 'B18', 'A20', 'B20']","['B1', 'A1', 'A4', 'A5', 'A6', 'B4', 'B5', 'B6', 'B7', 'B9', 'A10', 'B11', 'A14', 'B13', 'A15', 'B14', 'B15', 'A18', 'B16', 'B17', 'B19']"
20,20,20,4,0.3,50,29,16.57010316848755,-99999,-99999,[],[]
20,20,20,4,0.6,50,0,15.056389093399048,36,473,"['A1', 'A2', 'A3', 'A4', 'A5', 'B6', 'A6', 'A7', 'A9', 'B12', 'A10', 'A11', 'A12', 'A13', 'B16', 'A14', 'A15', 'A16', 'A17', 'A18', 'A19', 'B18', 'B19', 'A20']","['B1', 'B2', 'B3', 'B4', 'B5', 'B7', 'B8', 'B9', 'A8', 'B10', 'B11', 'B13', 'B14', 'B15', 'B17', 'B20']"
20,20,20,4,0.6,50,1,15.857398986816406,66,496,"['A1', 'A3', 'A4', 'B4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'B12', 'A11', 'A12', 'B13', 'A13', 'A14', 'B18', 'B19', 'A16', 'A17', 'A18', 'A19', 'A20', 'B20']","['B1', 'B2', 'B3', 'A2', 'B5', 'B6', 'B7', 'B8', 'B9', 'B10', 'B11', 'B14', 'B15', 'B16', 'B17', 'A15']"
20,20,20,4,0.6,50,2,15.374457120895386,135,473,"['A5', 'A6', 'A7', 'A8', 'B7', 'A11', 'A12', 'A13', 'A14', 'A15', 'B12', 'B13', 'A16', 'B15', 'A17', 'B16', 'A18', 'A19', 'A20', 'B20']","['B1', 'B2', 'A1', 'A2', 'A3', 'B3', 'A4', 'B4', 'B5', 'B6', 'A9', 'A10', 'B8', 'B9', 'B10', 'B11', 'B14', 'B17', 'B18', 'B19']"
20,20,20,4,0.6,50,3,14.497697114944458,19,487,"['A1', 'B2', 'A3', 'A4', 'B7', 'A5', 'B12', 'A7', 'A8', 'RMA', 'A9', 'A10', 'A13', 'B13', 'B14', 'A14', 'A15', 'A16', 'A17', 'A18', 'B17', 'B18', 'A19', 'B19', 'A20', 'B20']","['B1', 'A2', 'B3', 'B4', 'B5', 'B6', 'A6', 'B8', 'B9', 'B10', 'B11', 'A11', 'A12', 'B15', 'B16']"
20,20,20,4,0.6,50,4,15.082562685012816,510,497,"['A2', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'B10', 'B13', 'RMA', 'A11', 'B16', 'A12', 'A13', 'A14', 'A15', 'A16', 'A17', 'A18', 'A19', 'A20', 'B18', 'B19', 'B20']","['B1', 'A1', 'B2', 'A3', 'B3', 'B4', 'B5', 'B6', 'B7', 'B8', 'B9', 'B11', 'B12', 'B14', 'B15', 'B17']"
20,20,20,4,0.6,50,5,17.104411125183105,252,496,"['A2', 'B3', 'A4', 'A5', 'A7', 'B8', 'A8', 'A9', 'A10', 'B11', 'A12', 'B12', 'A14', 'A15', 'A16', 'B17', 'A19', 'A20', 'B18', 'B19', 'B20']","['A1', 'B1', 'B2', 'A3', 'B4', 'B5', 'A6', 'B6', 'B7', 'B9', 'B10', 'A11', 'B13', 'A13', 'B14', 'B15', 'B16', 'A17', 'A18']"
20,20,20,4,0.6,50,6,14.989866018295288,50,492,"['A2', 'A4', 'A6', 'A7', 'B8', 'RMA', 'B9', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'B10', 'A16', 'B12', 'B13', 'A17', 'B14', 'A18', 'A19', 'B16', 'A20', 'B18']","['A1', 'B1', 'A3', 'B2', 'B3', 'B4', 'A5', 'B5', 'B6', 'B7', 'B11', 'B15', 'B17', 'B19', 'B20']"
20,20,20,4,0.6,50,7,14.74142074584961,190,494,"['A3', 'A4', 'A5', 'A6', 'A7', 'B9', 'B12', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'A17', 'A18', 'A19', 'A20']","['B1', 'A1', 'B2', 'B3', 'A2', 'B4', 'B5', 'B6', 'B7', 'B8', 'B10', 'B11', 'B13', 'B14', 'B15', 'B16', 'B17', 'B18', 'B19', 'B20']"
20,20,20,4,0.6,50,8,16.58257222175598,120,495,"['A2', 'B5', 'A4', 'B7', 'B9', 'A5', 'A6', 'A8', 'B12', 'A11', 'A12', 'A13', 'B15', 'B16', 'B17', 'B18', 'A15', 'B19', 'A16', 'A17', 'A19', 'A20']","['B1', 'A1', 'B2', 'A3', 'B3', 'B4', 'B6', 'B8', 'A7', 'B10', 'B11', 'A9', 'A10', 'B13', 'B14', 'A14', 'B20', 'A18']"
20,20,20,4,0.6,50,9,15.732048034667969,107,499,"['B2', 'RMA', 'B4', 'A6', 'B5', 'A7', 'B6', 'A9', 'B7', 'A10', 'B8', 'A11', 'A12', 'A14', 'A15', 'B11', 'A17', 'B12', 'A19', 'B14', 'B15', 'B17', 'B18', 'A20', 'B19', 'B20']","['B1', 'B3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A8', 'B9', 'A13', 'A16', 'B10', 'A18', 'B13', 'B16']"
20,20,20,4,0.6,50,10,17.271605968475342,148,489,"['A2', 'A4', 'B2', 'B5', 'A7', 'A8', 'B9', 'A9', 'A10', 'A11', 'A13', 'A15', 'B15', 'A16', 'A17', 'A18', 'B16', 'B19', 'A20']","['A1', 'B1', 'A3', 'B3', 'A5', 'B4', 'B6', 'A6', 'B7', 'B8', 'B10', 'B11', 'A12', 'A14', 'B12', 'B13', 'B14', 'B17', 'B18', 'B20', 'A19']"
20,20,20,4,0.6,50,11,14.626814365386965,199,489,"['A3', 'B2', 'A5', 'A7', 'A8', 'A9', 'B6', 'A11', 'A12', 'A13', 'A14', 'A15', 'B10', 'B12', 'A17', 'B14', 'A18', 'A19', 'B16', 'B19', 'A20']","['A1', 'A2', 'B1', 'A4', 'B3', 'A6', 'B4', 'B5', 'A10', 'B7', 'B8', 'B9', 'A16', 'B11', 'B13', 'B15', 'B17', 'B18', 'B20']"
20,20,20,4,0.6,50,12,14.776437044143677,0,497,"['A1', 'A2', 'A3', 'B4', 'A4', 'A5', 'A6', 'A7', 'A8', 'B9', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'A17', 'A18', 'A19', 'A20', 'B20']","['B1', 'B2', 'B3', 'B5', 'B6', 'B7', 'B8', 'B10', 'B11', 'B12', 'B13', 'B14', 'B15', 'B16', 'B17', 'B18', 'B19']"
20,20,20,4,0.6,50,13,16.64724087715149,158,499,"['A2', 'A4', 'A5', 'A6', 'B6', 'A7', 'A8', 'A9', 'A11', 'A13', 'B8', 'A14', 'A16', 'B9', 'A17', 'B13', 'A19', 'B15', 'B17', 'A20', 'B18', 'B19', 'B20']","['B1', 'A1', 'B2', 'A3', 'B3', 'B4', 'B5', 'A10', 'A12', 'B7', 'A15', 'B10', 'B11', 'B12', 'A18', 'B14', 'B16']"
20,20,20,4,0.6,50,14,13.923999071121216,68,499,"['A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'B9', 'A10', 'B10', 'A11', 'A13', 'A14', 'A15', 'B14', 'B15', 'A16', 'A17', 'A18', 'A19', 'A20', 'B20']","['A1', 'A2', 'B1', 'B2', 'B3', 'B4', 'B5', 'B6', 'B7', 'B8', 'B11', 'A12', 'B12', 'B13', 'B16', 'B17', 'B18', 'B19']"
20,20,20,4,0.6,50,15,15.22156286239624,20,495,"['B3', 'A1', 'A3', 'A4', 'A5', 'A6', 'B8', 'A7', 'A8', 'B12', 'A11', 'B14', 'B15', 'A12', 'B16', 'A13', 'A14', 'B18', 'A15', 'A16', 'A17', 'A18', 'A19', 'A20']","['B1', 'B2', 'B4', 'A2', 'B5', 'B6', 'B7', 'B9', 'A9', 'B10', 'A10', 'B11', 'B13', 'B17', 'B19', 'B20']"
20,20,20,4,0.6,50,16,12.5380380153656,30,500,"['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'B4', 'B5', 'A7', 'A8', 'B7', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A16', 'B10', 'B11', 'A17', 'A18', 'B14', 'B16', 'A19', 'A20', 'B17', 'B18', 'B19']","['B1', 'B2', 'B3', 'B6', 'B8', 'B9', 'A15', 'B12', 'B13', 'B15', 'B20']"
20,20,20,4,0.6,50,17,15.854021310806274,272,499,"['A2', 'A3', 'A4', 'B7', 'B8', 'A6', 'A7', 'B11', 'A8', 'A10', 'A11', 'A14', 'A15', 'A17', 'A18', 'A19', 'A20', 'B19']","['B1', 'B2', 'A1', 'B3', 'B4', 'B5', 'B6', 'B9', 'A5', 'B10', 'A9', 'B12', 'B13', 'B14', 'B15', 'A12', 'A13', 'A16', 'B16', 'B17', 'B18', 'B20']"
20,20,20,4,0.6,50,18,14.417892932891846,268,493,"['A2', 'A3', 'A5', 'B3', 'B6', 'A7', 'A8', 'A9', 'B9', 'B10', 'B11', 'B13', 'RMA', 'A11', 'B15', 'A12', 'B17', 'A13', 'B18', 'A14', 'A15', 'A16', 'A17', 'A18', 'B19', 'A19', 'A20', 'B20']","['A1', 'B1', 'B2', 'A4', 'A6', 'B4', 'B5', 'B7', 'B8', 'A10', 'B12', 'B14', 'B16']"
20,20,20,4,0.6,50,19,13.665941953659058,12,491,"['A1', 'B2', 'A3', 'A4', 'B6', 'B8', 'A6', 'A7', 'B11', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'B16', 'B17', 'A15', 'A16', 'A17', 'B18', 'B19', 'A18', 'A19', 'A20']","['B1', 'B3', 'A2', 'B4', 'B5', 'B7', 'A5', 'B9', 'B10', 'B12', 'B13', 'B14', 'B15', 'B20']"
20,20,20,4,0.6,50,20,17.035746097564697,239,497,"['A1', 'A3', 'B4', 'B5', 'A6', 'A10', 'RMA', 'A11', 'B8', 'B9', 'B10', 'B11', 'B12', 'B13', 'A14', 'B14', 'B15', 'A15', 'A16', 'B16', 'B17', 'B18', 'A17', 'A18', 'A19', 'B19', 'A20']","['A2', 'B1', 'B2', 'B3', 'A4', 'A5', 'B6', 'B7', 'A7', 'A8', 'A9', 'A12', 'A13', 'B20']"
20,20,20,4,0.6,50,21,15.561856985092165,326,500,"['A5', 'B3', 'B4', 'A9', 'B7', 'B8', 'A11', 'A12', 'A13', 'A14', 'A15', 'RMA', 'B10', 'B11', 'B13', 'A16', 'B14', 'B15', 'B16', 'B17', 'B18', 'A17', 'A18', 'A19', 'A20', 'B20']","['B1', 'A1', 'A2', 'A3', 'A4', 'B2', 'A6', 'A7', 'B5', 'A8', 'B6', 'A10', 'B9', 'B12', 'B19']"
20,20,20,4,0.6,50,22,16.058732748031616,200,498,"['A2', 'B3', 'A3', 'B6', 'A4', 'A6', 'A7', 'A8', 'B8', 'B10', 'A10', 'A11', 'B16', 'A13', 'A14', 'A16', 'B18', 'A17', 'A18', 'A19', 'B19', 'A20', 'B20']","['B1', 'A1', 'B2', 'B4', 'B5', 'A5', 'A9', 'B7', 'B9', 'B11', 'B12', 'B13', 'B14', 'B15', 'A12', 'B17', 'A15']"
20,20,20,4,0.6,50,23,16.568689823150635,222,500,"['A1', 'B4', 'A5', 'B6', 'B7', 'A7', 'B8', 'A9', 'B11', 'A11', 'A12', 'A13', 'A14', 'B14', 'A15', 'A16', 'A17', 'B17', 'B18', 'A18', 'A19', 'A20', 'B20']","['B1', 'B2', 'A2', 'B3', 'A3', 'A4', 'B5', 'A6', 'A8', 'B9', 'B10', 'B12', 'A10', 'B13', 'B15', 'B16', 'B19']"
20,20,20,4,0.6,50,24,15.417106866836548,40,499,"['A2', 'A3', 'A4', 'B7', 'A5', 'A6', 'A7', 'A8', 'B8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'A17', 'B15', 'A18', 'A19', 'B17', 'B18', 'A20']","['B1', 'A1', 'B2', 'B3', 'B4', 'B5', 'B6', 'B9', 'B10', 'B11', 'B12', 'B13', 'B14', 'B16', 'B19', 'B20']"
20,20,20,4,0.6,50,25,14.564861297607422,84,494,"['A1', 'A2', 'A3', 'A6', 'B8', 'A7', 'B11', 'B12', 'A8', 'A9', 'A10', 'A11', 'A12', 'B14', 'A14', 'A16', 'A17', 'A18', 'A19', 'B17', 'B19', 'A20', 'B20']","['B1', 'B2', 'B3', 'B4', 'B5', 'A4', 'A5', 'B6', 'B7', 'B9', 'B10', 'B13', 'A13', 'A15', 'B15', 'B16', 'B18']"
20,20,20,4,0.6,50,26,16.51461911201477,207,497,"['A2', 'B2', 'B6', 'A5', 'A8', 'B7', 'B9', 'B10', 'B11', 'A11', 'B13', 'RMA', 'B14', 'B15', 'B16', 'A12', 'A13', 'A14', 'A15', 'A16', 'B17', 'B18', 'B19', 'A17', 'A18', 'B20', 'A19', 'A20']","['A1', 'B1', 'A3', 'A4', 'B3', 'B4', 'B5', 'A6', 'A7', 'B8', 'A9', 'B12', 'A10']"
20,20,20,4,0.6,50,27,16.159149169921875,185,498,"['A2', 'A3', 'A4', 'B4', 'A6', 'B8', 'B10', 'A9', 'A10', 'A11', 'A14', 'A15', 'B12', 'B14', 'B16', 'B17', 'A16', 'A17', 'A18', 'A19', 'B19', 'B20', 'A20']","['A1', 'B1', 'A5', 'B2', 'B3', 'B5', 'A7', 'B6', 'B7', 'B9', 'A8', 'B11', 'A12', 'A13', 'B13', 'B15', 'B18']"
20,20,20,4,0.6,50,28,13.817917823791504,100,492,"['B1', 'A2', 'A3', 'A4', 'A5', 'B6', 'A6', 'A7', 'A8', 'A9', 'A10', 'B10', 'B14', 'A11', 'A12', 'A13', 'A14', 'A15', 'B17', 'B18', 'A16', 'A17', 'A18', 'A19', 'A20']","['A1', 'B2', 'B3', 'B4', 'B5', 'B7', 'B8', 'B9', 'B11', 'B12', 'B13', 'B15', 'B16', 'B19', 'B20']"
20,20,20,4,0.6,50,29,15.85838007926941,23,495,"['A1', 'A2', 'B5', 'A3', 'A5', 'RMA', 'A7', 'A8', 'A9', 'A10', 'A11', 'B7', 'A12', 'A13', 'A14', 'A15', 'A16', 'B10', 'B11', 'A17', 'B13', 'B14', 'B15', 'A18', 'B18', 'A19', 'A20', 'B19']","['B1', 'B2', 'B3', 'B4', 'A4', 'B6', 'A6', 'B8', 'B9', 'B12', 'B16', 'B17', 'B20']"
20,30,10,1,0.3,50,0,3.9587478637695312,-99999,-99999,[],[]
20,30,10,1,0.3,50,1,4.09519100189209,-99999,-99999,[],[]
20,30,10,1,0.3,50,2,4.913877010345459,-99999,-99999,[],[]
20,30,10,1,0.3,50,3,4.608374118804932,625,86,"['A3', 'B5', 'B7', 'B8', 'B9', 'B10', 'B11', 'B12', 'B15', 'B16', 'B18', 'B19', 'B20', 'A20']","['A1', 'A2', 'A4', 'A5', 'A6', 'B1', 'B2', 'B3', 'B4', 'A7', 'B6', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'A15', 'A16', 'B13', 'A17', 'B14', 'B17', 'A18', 'A19']"
20,30,10,1,0.3,50,4,4.898709058761597,-99999,-99999,[],[]
20,30,10,1,0.3,50,5,4.444310188293457,-99999,-99999,[],[]
20,30,10,1,0.3,50,6,4.906508922576904,-99999,-99999,[],[]
20,30,10,1,0.3,50,7,5.4957051277160645,-99999,-99999,[],[]
20,30,10,1,0.3,50,8,4.489189863204956,-99999,-99999,[],[]
20,30,10,1,0.3,50,9,5.500104904174805,-99999,-99999,[],[]
20,30,10,1,0.3,50,10,6.070728063583374,-99999,-99999,[],[]
20,30,10,1,0.3,50,11,4.740796327590942,-99999,-99999,[],[]
20,30,10,1,0.3,50,12,4.8651909828186035,-99999,-99999,[],[]
20,30,10,1,0.3,50,13,4.751187801361084,-99999,-99999,[],[]
20,30,10,1,0.3,50,14,5.101036071777344,-99999,-99999,[],[]
20,30,10,1,0.3,50,15,4.7423388957977295,-99999,-99999,[],[]
20,30,10,1,0.3,50,16,3.971392869949341,833,92,"['B1', 'B2', 'A3', 'A8', 'B4', 'B6', 'B7', 'B9', 'B11', 'B12', 'A17', 'B14', 'B15', 'B18', 'A20', 'B19', 'B20']","['A1', 'A2', 'A4', 'A5', 'A6', 'B3', 'A7', 'B5', 'A9', 'B8', 'A10', 'A11', 'A12', 'A13', 'B10', 'A14', 'A15', 'A16', 'B13', 'A18', 'A19', 'B16', 'B17']"
20,30,10,1,0.3,50,17,4.8333580493927,-99999,-99999,[],[]
20,30,10,1,0.3,50,18,4.046223163604736,-99999,-99999,[],[]
20,30,10,1,0.3,50,19,4.52060866355896,-99999,-99999,[],[]
20,30,10,1,0.3,50,20,5.060785293579102,-99999,-99999,[],[]
20,30,10,1,0.3,50,21,4.60942816734314,-99999,-99999,[],[]
20,30,10,1,0.3,50,22,5.271543025970459,-99999,-99999,[],[]
20,30,10,1,0.3,50,23,5.070763111114502,-99999,-99999,[],[]
20,30,10,1,0.3,50,24,4.104197978973389,-99999,-99999,[],[]
20,30,10,1,0.3,50,25,5.19683313369751,-99999,-99999,[],[]
20,30,10,1,0.3,50,26,4.901215076446533,-99999,-99999,[],[]
20,30,10,1,0.3,50,27,4.205006122589111,-99999,-99999,[],[]
20,30,10,1,0.3,50,28,5.293623924255371,-99999,-99999,[],[]
20,30,10,1,0.3,50,29,4.482439994812012,-99999,-99999,[],[]
20,30,10,1,0.6,50,0,3.963013887405395,87,92,"['A3', 'B2', 'B4', 'A5', 'A6', 'A7', 'B7', 'A8', 'B10', 'B11', 'A10', 'B13', 'A11', 'A12', 'A13', 'A14', 'B15', 'B16', 'A15', 'B17', 'B18', 'A16', 'A18', 'B19', 'A19', 'B20', 'A20']","['A1', 'A2', 'B1', 'B3', 'A4', 'B5', 'B6', 'B8', 'B9', 'B12', 'A9', 'B14', 'A17']"
20,30,10,1,0.6,50,1,4.024991035461426,12,93,"['A3', 'A4', 'A5', 'A6', 'A7', 'B2', 'B3', 'A8', 'A9', 'A10', 'B5', 'A11', 'B8', 'A12', 'B11', 'A13', 'A14', 'RMA', 'A15', 'A16', 'B12', 'A17', 'B13', 'B14', 'A18', 'A19', 'B15', 'A20', 'B16', 'B17', 'B18', 'B19', 'B20']","['A1', 'A2', 'B1', 'B4', 'B6', 'B7', 'B9', 'B10']"
20,30,10,1,0.6,50,2,4.984384059906006,545,92,"['RMA', 'B2', 'B3', 'B4', 'A8', 'B5', 'B6', 'B7', 'B8', 'A9', 'B9', 'B10', 'B11', 'B12', 'A12', 'A13', 'B13', 'A14', 'B14', 'A15', 'A16', 'A17', 'B16', 'A18', 'B17', 'A19', 'B18', 'A20', 'B19', 'B20']","['B1', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A10', 'A11', 'B15']"
20,30,10,1,0.6,50,3,4.690268039703369,64,92,"['A2', 'A3', 'B1', 'A8', 'B2', 'B4', 'A9', 'A10', 'B5', 'B7', 'A11', 'A12', 'A13', 'A14', 'B10', 'A15', 'A16', 'RMA', 'B13', 'B14', 'A17', 'B15', 'B16', 'B17', 'A18', 'A19', 'A20', 'B20']","['A1', 'A4', 'A5', 'A6', 'A7', 'B3', 'B6', 'B8', 'B9', 'B11', 'B12', 'B18', 'B19']"
20,30,10,1,0.6,50,4,4.988430023193359,111,91,"['A3', 'B2', 'A4', 'RMA', 'A5', 'B6', 'A6', 'B7', 'B8', 'B9', 'A7', 'B10', 'A8', 'A9', 'A10', 'A11', 'B11', 'A12', 'A13', 'A14', 'A15', 'B12', 'B13', 'B14', 'A16', 'A17', 'B15', 'A18', 'B16', 'B17', 'B18', 'A19', 'A20', 'B19', 'B20']","['A1', 'A2', 'B1', 'B3', 'B4', 'B5']"
