n_sim,p_max,w_max,alpha,beta,T,seed,time,obj,constr,schedule,deferred
10,20,10,1,0.3,50,0,0.1611599922180175,-99999,-99999,[],[]
10,20,10,1,0.3,50,1,0.1657500267028808,-99999,-99999,[],[]
10,20,10,1,0.3,50,2,0.1877310276031494,-99999,-99999,[],[]
10,20,10,1,0.3,50,3,0.1968152523040771,-99999,-99999,[],[]
10,20,10,1,0.3,50,4,0.181800365447998,-99999,-99999,[],[]
10,20,10,1,0.3,50,5,0.206028938293457,-99999,-99999,[],[]
10,20,10,1,0.3,50,6,0.1925880908966064,-99999,-99999,[],[]
10,20,10,1,0.3,50,7,0.2020990848541259,-99999,-99999,[],[]
10,20,10,1,0.3,50,8,0.1988749504089355,-99999,-99999,[],[]
10,20,10,1,0.3,50,9,0.189512014389038,-99999,-99999,[],[]
10,20,10,1,0.3,50,10,0.2228381633758545,-99999,-99999,[],[]
10,20,10,1,0.3,50,11,0.1721382141113281,287,31,"['B2', 'B3', 'B4', 'B6', 'B7', 'B9', 'B10', 'A9']","['A1', 'B1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'B5', 'A8', 'B8', 'A10']"
10,20,10,1,0.3,50,12,0.1947588920593261,-99999,-99999,[],[]
10,20,10,1,0.3,50,13,0.1593129634857177,355,23,"['B1', 'B2', 'B4', 'A6', 'B5', 'B7', 'B9', 'B10']","['A1', 'B3', 'A2', 'A3', 'A4', 'A5', 'B6', 'B8', 'A7', 'A8', 'A9', 'A10']"
10,20,10,1,0.3,50,14,0.1801939010620117,-99999,-99999,[],[]
10,20,10,1,0.3,50,15,0.1710312366485595,-99999,-99999,[],[]
10,20,10,1,0.3,50,16,0.1297547817230224,78,31,"['B1', 'B2', 'B5', 'B6', 'B7', 'A7', 'B10', 'A9', 'A10']","['A1', 'A2', 'A3', 'A4', 'B3', 'B4', 'A5', 'A6', 'B8', 'A8', 'B9']"
10,20,10,1,0.3,50,17,0.1884121894836425,-99999,-99999,[],[]
10,20,10,1,0.3,50,18,0.1900010108947754,-99999,-99999,[],[]
10,20,10,1,0.3,50,19,0.1638410091400146,-99999,-99999,[],[]
10,20,10,1,0.3,50,20,0.2065880298614502,-99999,-99999,[],[]
10,20,10,1,0.3,50,21,0.1627340316772461,431,31,"['B5', 'B6', 'B7', 'A5', 'B9', 'B10', 'A9']","['B1', 'B2', 'A1', 'A2', 'A3', 'B3', 'B4', 'A4', 'A6', 'A7', 'B8', 'A8', 'A10']"
10,20,10,1,0.3,50,22,0.204190969467163,-99999,-99999,[],[]
10,20,10,1,0.3,50,23,0.2159459590911865,-99999,-99999,[],[]
10,20,10,1,0.3,50,24,0.1662051677703857,-99999,-99999,[],[]
10,20,10,1,0.3,50,25,0.1735219955444336,-99999,-99999,[],[]
10,20,10,1,0.3,50,26,0.1871519088745117,-99999,-99999,[],[]
10,20,10,1,0.3,50,27,0.2010810375213623,-99999,-99999,[],[]
10,20,10,1,0.3,50,28,0.1578741073608398,-99999,-99999,[],[]
10,20,10,1,0.3,50,29,0.1897017955780029,-99999,-99999,[],[]
10,20,10,1,0.6,50,0,0.1628608703613281,-99999,-99999,[],[]
10,20,10,1,0.6,50,1,0.1627724170684814,149,27,"['B3', 'B4', 'B5', 'B7', 'B8', 'A6', 'A7', 'B9', 'A9', 'A10', 'B10']","['B1', 'A1', 'B2', 'A2', 'A3', 'A4', 'B6', 'A5', 'A8']"
10,20,10,1,0.6,50,2,0.1873080730438232,-99999,-99999,[],[]
10,20,10,1,0.6,50,3,0.1939599514007568,62,30,"['B3', 'A2', 'B4', 'B5', 'B6', 'B7', 'B9', 'A8', 'A9', 'B10', 'A10']","['A1', 'B1', 'B2', 'A3', 'A4', 'A5', 'A6', 'B8', 'A7']"
10,20,10,1,0.6,50,4,0.1805410385131836,156,31,"['B2', 'A4', 'A5', 'B3', 'B4', 'A8', 'B5', 'A9', 'B6', 'B7', 'A10', 'B8']","['A1', 'B1', 'A2', 'A3', 'A6', 'A7', 'B9', 'B10']"
10,20,10,1,0.6,50,5,0.2114260196685791,351,27,"['B1', 'B3', 'B4', 'B5', 'B7', 'A9', 'B8', 'A10', 'B9']","['A1', 'A2', 'A3', 'A4', 'B2', 'A5', 'B6', 'A6', 'A7', 'A8', 'B10']"
10,20,10,1,0.6,50,6,0.1976318359375,-99999,-99999,[],[]
10,20,10,1,0.6,50,7,0.2059941291809082,-99999,-99999,[],[]
10,20,10,1,0.6,50,8,0.2036731243133545,227,25,"['B1', 'B3', 'B4', 'B5', 'B6', 'B7', 'B8', 'B9', 'A9']","['A1', 'A2', 'B2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'B10', 'A10']"
10,20,10,1,0.6,50,9,0.1920239925384521,-99999,-99999,[],[]
10,20,10,1,0.6,50,10,0.2172389030456543,-99999,-99999,[],[]
10,20,10,1,0.6,50,11,0.1724867820739746,149,31,"['B1', 'B2', 'B3', 'B4', 'B5', 'B6', 'B7', 'A7', 'A8', 'A10', 'B9', 'B10']","['A1', 'A2', 'A3', 'A4', 'A5', 'B8', 'A6', 'A9']"
10,20,10,1,0.6,50,12,0.1907048225402832,99,19,"['B1', 'A2', 'B3', 'A5', 'A6', 'B6', 'B7', 'B9', 'A9', 'B10']","['A1', 'A3', 'B2', 'A4', 'B4', 'B5', 'A7', 'B8', 'A8', 'A10']"
10,20,10,1,0.6,50,13,0.1591711044311523,-99999,-99999,[],[]
10,20,10,1,0.6,50,14,0.1796762943267822,-99999,-99999,[],[]
10,20,10,1,0.6,50,15,0.1722340583801269,54,31,"['A1', 'B3', 'B4', 'A4', 'B6', 'B7', 'B8', 'A7', 'A9', 'B9', 'B10', 'A10']","['B1', 'B2', 'A2', 'A3', 'A5', 'B5', 'A6', 'A8']"
10,20,10,1,0.6,50,16,0.1297681331634521,24,29,"['A1', 'A2', 'B2', 'B4', 'A4', 'A5', 'B7', 'A6', 'A7', 'B8', 'A8', 'A9', 'A10']","['A3', 'B1', 'B3', 'B5', 'B6', 'B9', 'B10']"
10,20,10,1,0.6,50,17,0.1844608783721923,102,31,"['B3', 'B4', 'B5', 'B6', 'B7', 'B8', 'B10', 'A7', 'A8']","['B1', 'B2', 'A1', 'A2', 'A3', 'A4', 'A5', 'B9', 'A6', 'A9', 'A10']"
10,20,10,1,0.6,50,18,0.1903619766235351,-99999,-99999,[],[]
10,20,10,1,0.6,50,19,0.1584670543670654,-99999,-99999,[],[]
10,20,10,1,0.6,50,20,0.2115051746368408,-99999,-99999,[],[]
10,20,10,1,0.6,50,21,0.1563000679016113,126,31,"['B2', 'A3', 'B4', 'B5', 'A6', 'A7', 'B6', 'B7', 'A9', 'B9', 'A10']","['A1', 'B1', 'B3', 'A2', 'A4', 'A5', 'A8', 'B8', 'B10']"
10,20,10,1,0.6,50,22,0.2011349201202392,-99999,-99999,[],[]
10,20,10,1,0.6,50,23,0.2325289249420166,189,27,"['B1', 'B2', 'B4', 'B5', 'B6', 'A8', 'B7', 'B8', 'B9', 'A10']","['A1', 'A2', 'B3', 'A3', 'A4', 'A5', 'A6', 'A7', 'A9', 'B10']"
10,20,10,1,0.6,50,24,0.1733529567718505,146,26,"['B3', 'B4', 'A4', 'A5', 'A6', 'B6', 'B8', 'A8', 'A9', 'B10', 'A10']","['B1', 'B2', 'A1', 'B5', 'A2', 'A3', 'A7', 'B7', 'B9']"
10,20,10,1,0.6,50,25,0.1727979183197021,8,26,"['A1', 'A2', 'A3', 'A4', 'A6', 'B3', 'A7', 'A8', 'B5', 'A10', 'B8', 'B10']","['A5', 'B1', 'B2', 'B4', 'B6', 'A9', 'B7', 'B9']"
10,20,10,1,0.6,50,26,0.1890082359313964,-99999,-99999,[],[]
10,20,10,1,0.6,50,27,0.1945271492004394,182,26,"['B3', 'B4', 'B5', 'A5', 'B6', 'B7', 'B8', 'B9', 'B10', 'A9', 'A10']","['A1', 'B1', 'A2', 'B2', 'A3', 'A4', 'A6', 'A7', 'A8']"
10,20,10,1,0.6,50,28,0.1566300392150879,-99999,-99999,[],[]
10,20,10,1,0.6,50,29,0.1902358531951904,-99999,-99999,[],[]
10,20,10,2,0.3,50,0,0.2892839908599853,-99999,-99999,[],[]
10,20,10,2,0.3,50,1,0.3035759925842285,-99999,-99999,[],[]
10,20,10,2,0.3,50,2,0.3485019207000732,-99999,-99999,[],[]
10,20,10,2,0.3,50,3,0.3505499362945556,-99999,-99999,[],[]
10,20,10,2,0.3,50,4,0.337968111038208,-99999,-99999,[],[]
10,20,10,2,0.3,50,5,0.3813812732696533,-99999,-99999,[],[]
10,20,10,2,0.3,50,6,0.3543360233306885,309,60,"['B2', 'B3', 'B6', 'B8', 'B10']","['B1', 'A1', 'A2', 'A3', 'A4', 'A5', 'B4', 'A6', 'B5', 'A7', 'A8', 'B7', 'A9', 'B9', 'A10']"
10,20,10,2,0.3,50,7,0.3858969211578369,-99999,-99999,[],[]
10,20,10,2,0.3,50,8,0.36810302734375,-99999,-99999,[],[]
10,20,10,2,0.3,50,9,0.3323409557342529,-99999,-99999,[],[]
10,20,10,2,0.3,50,10,0.3913018703460693,-99999,-99999,[],[]
10,20,10,2,0.3,50,11,0.3321840763092041,142,62,"['A2', 'B2', 'B3', 'B4', 'B7', 'B8', 'A9', 'B10', 'A10']","['A1', 'B1', 'A3', 'A4', 'A5', 'A6', 'A7', 'B5', 'B6', 'A8', 'B9']"
10,20,10,2,0.3,50,12,0.3474941253662109,-99999,-99999,[],[]
10,20,10,2,0.3,50,13,0.3069708347320556,262,59,"['B1', 'B2', 'A2', 'A3', 'A6', 'B5', 'B7', 'B9', 'A10']","['A1', 'B3', 'B4', 'A4', 'A5', 'B6', 'B8', 'A7', 'A8', 'A9', 'B10']"
10,20,10,2,0.3,50,14,0.3339321613311767,323,58,"['B3', 'B4', 'B5', 'B7', 'B10', 'A8', 'A10']","['B1', 'A1', 'A2', 'B2', 'A3', 'A4', 'A5', 'A6', 'B6', 'A7', 'B8', 'B9', 'A9']"
10,20,10,2,0.3,50,15,0.3126730918884277,-99999,-99999,[],[]
10,20,10,2,0.3,50,16,0.243406057357788,63,61,"['A1', 'A2', 'B2', 'B4', 'B5', 'A6', 'B6', 'B7', 'A7', 'B9', 'B10', 'A10']","['A3', 'A4', 'B1', 'B3', 'A5', 'B8', 'A8', 'A9']"
10,20,10,2,0.3,50,17,0.3349759578704834,237,60,"['B5', 'B6', 'B7', 'B8', 'B10', 'A9']","['B1', 'B2', 'A1', 'B3', 'B4', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'B9', 'A8', 'A10']"
10,20,10,2,0.3,50,18,0.3460958003997803,-99999,-99999,[],[]
10,20,10,2,0.3,50,19,0.2958729267120361,146,60,"['B2', 'A3', 'B5', 'B7', 'A10', 'B9']","['A1', 'B1', 'A2', 'B3', 'B4', 'A4', 'B6', 'A5', 'A6', 'A7', 'B8', 'A8', 'A9', 'B10']"
10,20,10,2,0.3,50,20,0.3802838325500488,-99999,-99999,[],[]
10,20,10,2,0.3,50,21,0.2956500053405761,265,61,"['B6', 'B7', 'A5', 'A6', 'B8', 'B9', 'A9']","['B1', 'B2', 'A1', 'A2', 'A3', 'B3', 'B4', 'A4', 'B5', 'A7', 'A8', 'B10', 'A10']"
10,20,10,2,0.3,50,22,0.363724946975708,-99999,-99999,[],[]
10,20,10,2,0.3,50,23,0.3894281387329101,-99999,-99999,[],[]
10,20,10,2,0.3,50,24,0.2919929027557373,-99999,-99999,[],[]
10,20,10,2,0.3,50,25,0.3222279548645019,263,60,"['B2', 'B4', 'A6', 'B6', 'B7', 'B8', 'B10']","['B1', 'A1', 'A2', 'A3', 'A4', 'B3', 'A5', 'A7', 'A8', 'A9', 'B5', 'B9', 'A10']"
10,20,10,2,0.3,50,26,0.3570520877838135,-99999,-99999,[],[]
10,20,10,2,0.3,50,27,0.3442277908325195,-99999,-99999,[],[]
10,20,10,2,0.3,50,28,0.2889008522033691,-99999,-99999,[],[]
10,20,10,2,0.3,50,29,0.345613956451416,-99999,-99999,[],[]
10,20,10,2,0.6,50,0,0.2846879959106445,-99999,-99999,[],[]
10,20,10,2,0.6,50,1,0.3038918972015381,106,59,"['A2', 'B4', 'B7', 'B8', 'A6', 'A7', 'A8', 'A9', 'A10', 'B10']","['B1', 'A1', 'B2', 'B3', 'A3', 'A4', 'B5', 'B6', 'A5', 'B9']"
10,20,10,2,0.6,50,2,0.3490889072418213,-99999,-99999,[],[]
10,20,10,2,0.6,50,3,0.3371410369873047,36,58,"['A1', 'B3', 'A2', 'B4', 'B5', 'A5', 'B7', 'A6', 'B9', 'A8', 'A9', 'B10', 'A10']","['B1', 'B2', 'A3', 'A4', 'B6', 'B8', 'A7']"
10,20,10,2,0.6,50,4,0.3468029499053955,121,58,"['B2', 'A4', 'A5', 'A6', 'B4', 'A8', 'B5', 'A9', 'B6', 'B7', 'A10', 'B8']","['A1', 'B1', 'A2', 'A3', 'B3', 'A7', 'B9', 'B10']"
10,20,10,2,0.6,50,5,0.3781778812408447,266,62,"['B1', 'B3', 'B4', 'A6', 'A7', 'B7', 'A9', 'A10', 'B9']","['A1', 'A2', 'A3', 'A4', 'B2', 'A5', 'B5', 'B6', 'A8', 'B8', 'B10']"
10,20,10,2,0.6,50,6,0.3642890453338623,101,57,"['B4', 'B6', 'B8', 'B9', 'B10', 'A7', 'A8', 'A9', 'A10']","['B1', 'A1', 'A2', 'B2', 'A3', 'B3', 'A4', 'B5', 'B7', 'A5', 'A6']"
10,20,10,2,0.6,50,7,0.3812148571014404,216,57,"['B2', 'B3', 'B5', 'B6', 'A5', 'A6', 'A8', 'A10', 'B9', 'B10']","['B1', 'A1', 'A2', 'A3', 'A4', 'B4', 'B7', 'B8', 'A7', 'A9']"
10,20,10,2,0.6,50,8,0.3610880374908447,131,61,"['A2', 'B1', 'A3', 'B3', 'B4', 'B5', 'B7', 'B8', 'A8', 'B9']","['A1', 'B2', 'A4', 'A5', 'A6', 'B6', 'A7', 'A9', 'B10', 'A10']"
10,20,10,2,0.6,50,9,0.3277387619018554,113,59,"['B1', 'B2', 'A4', 'B3', 'A7', 'A9', 'B7', 'B8', 'A10', 'B9']","['A1', 'A2', 'A3', 'A5', 'A6', 'A8', 'B4', 'B5', 'B6', 'B10']"
10,20,10,2,0.6,50,10,0.3998188972473144,-99999,-99999,[],[]
10,20,10,2,0.6,50,11,0.3232159614562988,86,57,"['B2', 'A2', 'B4', 'A4', 'B5', 'B6', 'B7', 'A7', 'A8', 'A9', 'A10', 'B9']","['B1', 'A1', 'B3', 'A3', 'A5', 'B8', 'A6', 'B10']"
10,20,10,2,0.6,50,12,0.3344919681549072,36,61,"['A2', 'A3', 'B3', 'A6', 'A7', 'B6', 'B7', 'B9', 'B10']","['B1', 'A1', 'B2', 'A4', 'A5', 'B4', 'B5', 'B8', 'A8', 'A9', 'A10']"
10,20,10,2,0.6,50,13,0.3077731132507324,118,59,"['A3', 'A4', 'B3', 'B5', 'A5', 'B6', 'B7', 'B8', 'A6', 'A7', 'A8', 'B9', 'B10', 'A10']","['A1', 'B1', 'A2', 'B2', 'B4', 'A9']"
10,20,10,2,0.6,50,14,0.3330109119415283,106,58,"['B2', 'A3', 'B3', 'A5', 'A6', 'A7', 'A8', 'B7', 'B8', 'A9', 'A10', 'B10']","['B1', 'A1', 'A2', 'B4', 'B5', 'A4', 'B6', 'B9']"
10,20,10,2,0.6,50,15,0.3105189800262451,32,61,"['A1', 'A2', 'B3', 'A4', 'A5', 'B6', 'B7', 'B8', 'A7', 'A9', 'B9', 'B10', 'A10']","['B1', 'B2', 'A3', 'B4', 'B5', 'A6', 'A8']"
10,20,10,2,0.6,50,16,0.2493770122528076,15,59,"['A3', 'A4', 'A5', 'B7', 'A6', 'A7', 'B8', 'A8', 'A9', 'A10']","['A1', 'A2', 'B1', 'B2', 'B3', 'B4', 'B5', 'B6', 'B9', 'B10']"
10,20,10,2,0.6,50,17,0.3429796695709228,75,61,"['B1', 'A2', 'B3', 'B4', 'B5', 'B8', 'B10', 'A7', 'A8', 'A9']","['B2', 'A1', 'A3', 'B6', 'B7', 'A4', 'A5', 'B9', 'A6', 'A10']"
10,20,10,2,0.6,50,18,0.341353178024292,-99999,-99999,[],[]
10,20,10,2,0.6,50,19,0.2894127368927002,86,60,"['B2', 'B3', 'A1', 'B4', 'B6', 'B7', 'A6', 'B8', 'A7', 'A8', 'B9', 'B10', 'A9', 'A10']","['B1', 'B5', 'A2', 'A3', 'A4', 'A5']"
10,20,10,2,0.6,50,20,0.3801898956298828,-99999,-99999,[],[]
10,20,10,2,0.6,50,21,0.2964668273925781,54,61,"['A1', 'A3', 'A5', 'B5', 'A6', 'A7', 'B7', 'B8', 'A9', 'B9', 'A10']","['B1', 'B2', 'B3', 'A2', 'A4', 'B4', 'A8', 'B6', 'B10']"
10,20,10,2,0.6,50,22,0.3574609756469726,-99999,-99999,[],[]
10,20,10,2,0.6,50,23,0.3865289688110351,114,55,"['B1', 'B2', 'B4', 'A6', 'B6', 'A8', 'B7', 'A9', 'B9', 'A10']","['A1', 'A2', 'B3', 'A3', 'B5', 'A4', 'A5', 'A7', 'B8', 'B10']"
10,20,10,2,0.6,50,24,0.2997350692749023,22,60,"['B2', 'B4', 'A2', 'A5', 'A6', 'A7', 'B7', 'B8', 'B9', 'A8', 'A9', 'B10', 'A10']","['B1', 'A1', 'B3', 'B5', 'A3', 'A4', 'B6']"
10,20,10,2,0.6,50,25,0.3291668891906738,8,62,"['A1', 'A2', 'A3', 'A4', 'A6', 'A7', 'A8', 'B5', 'A10', 'B8', 'B10']","['A5', 'B1', 'B2', 'B3', 'B4', 'B6', 'A9', 'B7', 'B9']"
10,20,10,2,0.6,50,26,0.3455619812011719,-99999,-99999,[],[]
10,20,10,2,0.6,50,27,0.3479311466217041,118,56,"['B3', 'B4', 'B5', 'A4', 'A5', 'B8', 'A8', 'B9', 'B10', 'A9', 'A10']","['A1', 'B1', 'A2', 'B2', 'A3', 'B6', 'B7', 'A6', 'A7']"
10,20,10,2,0.6,50,28,0.2870540618896484,-99999,-99999,[],[]
10,20,10,2,0.6,50,29,0.3484101295471191,-99999,-99999,[],[]
10,20,10,4,0.3,50,0,0.5334808826446533,206,117,"['B3', 'A7', 'B6', 'A8', 'B7', 'B8', 'B10']","['B1', 'A1', 'B2', 'A2', 'A3', 'A4', 'B4', 'A5', 'A6', 'B5', 'A9', 'A10', 'B9']"
10,20,10,4,0.3,50,1,0.5945301055908203,-99999,-99999,[],[]
10,20,10,4,0.3,50,2,0.6595590114593506,-99999,-99999,[],[]
10,20,10,4,0.3,50,3,0.6395032405853271,228,124,"['B2', 'B5', 'B7', 'A6', 'A9', 'A10', 'B10']","['A1', 'A2', 'B1', 'A3', 'B3', 'A4', 'B4', 'B6', 'A5', 'A7', 'A8', 'B8', 'B9']"
10,20,10,4,0.3,50,4,0.6584510803222656,279,121,"['B3', 'B5', 'A6', 'B7', 'B10']","['A1', 'B1', 'A2', 'A3', 'B2', 'A4', 'B4', 'A5', 'A7', 'B6', 'A8', 'A9', 'A10', 'B8', 'B9']"
10,20,10,4,0.3,50,5,0.7304861545562744,428,100,"['A4', 'B7', 'B8', 'B9', 'A10']","['A1', 'B1', 'A2', 'B2', 'A3', 'A5', 'A6', 'B3', 'A7', 'B4', 'B5', 'A8', 'B6', 'A9', 'B10']"
10,20,10,4,0.3,50,6,0.7077219486236572,161,118,"['A4', 'B6', 'A9', 'B10']","['B1', 'B2', 'A1', 'A2', 'B3', 'A3', 'A5', 'B4', 'A6', 'B5', 'A7', 'A8', 'B7', 'B8', 'B9', 'A10']"
10,20,10,4,0.3,50,7,0.7383549213409424,-99999,-99999,[],[]
10,20,10,4,0.3,50,8,0.6841559410095215,-99999,-99999,[],[]
10,20,10,4,0.3,50,9,0.6298890113830566,-99999,-99999,[],[]
10,20,10,4,0.3,50,10,0.748711347579956,-99999,-99999,[],[]
10,20,10,4,0.3,50,11,0.6459951400756836,86,123,"['A2', 'B2', 'A4', 'A8', 'B7', 'A9', 'A10']","['A1', 'B1', 'A3', 'B3', 'A5', 'A6', 'A7', 'B4', 'B5', 'B6', 'B8', 'B9', 'B10']"
10,20,10,4,0.3,50,12,0.6410398483276367,122,125,"['B5', 'B7', 'B8']","['A1', 'A2', 'B1', 'B2', 'B3', 'A3', 'A4', 'A5', 'B4', 'B6', 'A6', 'A7', 'A8', 'A9', 'A10', 'B9', 'B10']"
10,20,10,4,0.3,50,13,0.5913021564483643,196,123,"['B2', 'A2', 'A3', 'A6', 'B5', 'B9', 'A7', 'A10']","['A1', 'B1', 'B3', 'B4', 'A4', 'A5', 'B6', 'B7', 'B8', 'A8', 'A9', 'B10']"
10,20,10,4,0.3,50,14,0.636713981628418,236,112,"['A5', 'B4', 'B7', 'A7', 'B10', 'A10']","['B1', 'A1', 'A2', 'B2', 'A3', 'A4', 'B3', 'A6', 'B5', 'B6', 'B8', 'B9', 'A8', 'A9']"
10,20,10,4,0.3,50,15,0.6013259887695312,-99999,-99999,[],[]
10,20,10,4,0.3,50,16,0.4897682666778564,33,113,"['A1', 'A2', 'A5', 'A6', 'A7', 'A8', 'B10', 'A9', 'A10']","['A3', 'A4', 'B1', 'B2', 'B3', 'B4', 'B5', 'B6', 'B7', 'B8', 'B9']"
10,20,10,4,0.3,50,17,0.6653420925140381,157,109,"['A1', 'B5', 'B8', 'B10', 'A9']","['B1', 'B2', 'B3', 'B4', 'A2', 'B6', 'A3', 'A4', 'A5', 'A6', 'A7', 'B7', 'B9', 'A8', 'A10']"
10,20,10,4,0.3,50,18,0.669370174407959,-99999,-99999,[],[]
10,20,10,4,0.3,50,19,0.5542080402374268,78,117,"['B2', 'A3', 'B5', 'A6', 'A10', 'A9']","['A1', 'B1', 'A2', 'B3', 'B4', 'A4', 'B6', 'A5', 'B7', 'A7', 'B8', 'A8', 'B9', 'B10']"
10,20,10,4,0.3,50,20,0.7142519950866699,443,124,"['B1', 'B4', 'A9', 'B6', 'B8', 'B9', 'B10']","['A1', 'A2', 'A3', 'A4', 'B2', 'A5', 'A6', 'A7', 'B3', 'A8', 'B5', 'A10', 'B7']"
10,20,10,4,0.3,50,21,0.5853087902069092,179,102,"['A1', 'B6', 'A5', 'A6', 'A8', 'A9']","['B1', 'B2', 'A2', 'A3', 'B3', 'B4', 'A4', 'B5', 'B7', 'A7', 'B8', 'B9', 'B10', 'A10']"
10,20,10,4,0.3,50,22,0.6747267246246338,-99999,-99999,[],[]
10,20,10,4,0.3,50,23,0.7179462909698486,-99999,-99999,[],[]
10,20,10,4,0.3,50,24,0.5561478137969971,-99999,-99999,[],[]
10,20,10,4,0.3,50,25,0.6388652324676514,103,112,"['A2', 'A4', 'B4', 'A6', 'A8', 'A10', 'B10']","['B1', 'B2', 'A1', 'A3', 'B3', 'A5', 'A7', 'A9', 'B5', 'B6', 'B7', 'B8', 'B9']"
10,20,10,4,0.3,50,26,0.6875410079956055,196,122,"['A6', 'B5', 'B6', 'A10', 'B9', 'B10']","['B1', 'B2', 'B3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'B4', 'A9', 'B7', 'B8']"
10,20,10,4,0.3,50,27,0.6722829341888428,212,125,"['B2', 'B4', 'B8', 'B9', 'B10', 'A10']","['B1', 'A1', 'B3', 'A2', 'A3', 'B5', 'B6', 'A4', 'A5', 'B7', 'A6', 'A7', 'A8', 'A9']"
10,20,10,4,0.3,50,28,0.5568280220031738,67,124,"['A1', 'B1', 'B2', 'B5', 'A5', 'B7', 'A8', 'A10']","['A2', 'B3', 'A3', 'B4', 'A4', 'A6', 'B6', 'B8', 'A7', 'A9', 'B9', 'B10']"
10,20,10,4,0.3,50,29,0.6775360107421875,-99999,-99999,[],[]
10,20,10,4,0.6,50,0,0.535754919052124,67,123,"['A2', 'A4', 'B4', 'A5', 'B5', 'A6', 'B7', 'B9', 'A8', 'A9', 'A10']","['A1', 'B1', 'B2', 'B3', 'A3', 'B6', 'A7', 'B8', 'B10']"
10,20,10,4,0.6,50,1,0.5809509754180908,71,124,"['A2', 'A4', 'B8', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'B10']","['B1', 'A1', 'B2', 'B3', 'A3', 'B4', 'B5', 'B6', 'B7', 'B9']"
10,20,10,4,0.6,50,2,0.6602020263671875,141,121,"['B2', 'B4', 'A6', 'A7', 'B5', 'B6', 'B7', 'A8', 'A9', 'B9', 'A10', 'B10']","['B1', 'A1', 'A2', 'A3', 'A4', 'B3', 'A5', 'B8']"
10,20,10,4,0.6,50,3,0.6329619884490967,4,121,"['A1', 'B3', 'A2', 'A3', 'B4', 'B5', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10']","['B1', 'B2', 'A4', 'B6', 'B7', 'B8', 'B9', 'B10']"
10,20,10,4,0.6,50,4,0.6558949947357178,111,120,"['A3', 'A4', 'A5', 'A6', 'B4', 'A8', 'B5', 'A9', 'B6', 'B7', 'A10']","['A1', 'B1', 'A2', 'B2', 'B3', 'A7', 'B8', 'B9', 'B10']"
10,20,10,4,0.6,50,5,0.7205519676208496,197,123,"['A4', 'B3', 'B4', 'A5', 'A6', 'A7', 'A9', 'A10', 'B9']","['A1', 'A2', 'A3', 'B1', 'B2', 'B5', 'B6', 'A8', 'B7', 'B8', 'B10']"
10,20,10,4,0.6,50,6,0.6993591785430908,56,118,"['A3', 'B4', 'A4', 'B8', 'A7', 'A8', 'A9', 'A10']","['B1', 'A1', 'A2', 'B2', 'B3', 'B5', 'B6', 'B7', 'A5', 'B9', 'A6', 'B10']"
10,20,10,4,0.6,50,7,0.7401678562164307,95,120,"['A4', 'B3', 'B5', 'B6', 'A6', 'A7', 'A8', 'A10', 'B9']","['B1', 'A1', 'A2', 'B2', 'A3', 'B4', 'B7', 'A5', 'B8', 'A9', 'B10']"
10,20,10,4,0.6,50,8,0.6948421001434326,62,124,"['A2', 'RMA', 'B3', 'A5', 'A6', 'B5', 'B6', 'A7', 'B7', 'B8', 'A8', 'B9', 'B10', 'A10']","['A1', 'B1', 'B2', 'A3', 'A4', 'B4', 'A9']"
10,20,10,4,0.6,50,9,0.6115756034851074,68,125,"['B1', 'A3', 'B2', 'A4', 'A5', 'A7', 'A9', 'B7', 'B8', 'A10', 'B9']","['A1', 'A2', 'B3', 'A6', 'A8', 'B4', 'B5', 'B6', 'B10']"
10,20,10,4,0.6,50,10,0.7542800903320312,484,120,"['B4', 'B5', 'B6', 'A8', 'B7', 'A10', 'B8']","['B1', 'A1', 'B2', 'B3', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A9', 'B9', 'B10']"
10,20,10,4,0.6,50,11,0.6423859596252441,58,117,"['A1', 'A2', 'B6', 'A6', 'A7', 'A8', 'A9', 'A10', 'B9']","['B1', 'B2', 'B3', 'B4', 'A3', 'A4', 'B5', 'A5', 'B7', 'B8', 'B10']"
10,20,10,4,0.6,50,12,0.6364178657531738,4,118,"['A2', 'A3', 'B3', 'A4', 'A5', 'A6', 'A7', 'A8', 'B9', 'A9', 'B10', 'A10']","['B1', 'A1', 'B2', 'B4', 'B5', 'B6', 'B7', 'B8']"
10,20,10,4,0.6,50,13,0.5864121913909912,98,125,"['A2', 'A3', 'A4', 'A5', 'B7', 'B8', 'A6', 'A7', 'A8', 'A9', 'B10', 'A10']","['A1', 'B1', 'B2', 'B3', 'B4', 'B5', 'B6', 'B9']"
10,20,10,4,0.6,50,14,0.6426539421081543,96,120,"['B2', 'A3', 'B3', 'A4', 'A5', 'A6', 'A7', 'A8', 'B8', 'A9', 'A10']","['B1', 'A1', 'A2', 'B4', 'B5', 'B6', 'B7', 'B9', 'B10']"
